,nro lista,Partido,votos,votos_totales_circuito,circuito,nombre_archivo,seccional,porcentaje_circuito
6,A500,CORDOBA CAMBIA,731,4295,010C,seccional 10C,11,0.17019790454016298
7,P217,ENCUENTRO VECINAL CÓRDOBA,178,4295,010C,seccional 10C,11,0.041443538998835856
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),13,4295,010C,seccional 10C,11,0.0030267753201396975
9,3,UNIÓN CÍVICA RADICAL,632,4295,010C,seccional 10C,11,0.14714784633294528
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,118,4295,010C,seccional 10C,11,0.027473806752037252
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,9,4295,010C,seccional 10C,11,0.0020954598370197903
12,A601,HACEMOS POR CORDOBA,2372,4295,010C,seccional 10C,9,0.5522700814901048
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,4295,010C,seccional 10C,9,0.0018626309662398137
14,P191,VECINALISMO INDEPENDIENTE,22,4295,010C,seccional 10C,9,0.005122235157159488
15,P200,PARTIDO UNION CIUDADANA,13,4295,010C,seccional 10C,9,0.0030267753201396975
16,A300,MST - NUEVA IZQUIERDA,54,4295,010C,seccional 10C,9,0.012572759022118742
17,P40,MOVIMIENTO LIBRES DEL SUR,131,4295,010C,seccional 10C,9,0.03050058207217695
6,A500,CORDOBA CAMBIA,610,3155,014H,seccional 14H,11,0.19334389857369255
7,P217,ENCUENTRO VECINAL CÓRDOBA,164,3155,014H,seccional 14H,11,0.05198098256735341
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),18,3155,014H,seccional 14H,11,0.005705229793977813
9,3,UNIÓN CÍVICA RADICAL,427,3155,014H,seccional 14H,11,0.13534072900158478
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,88,3155,014H,seccional 14H,11,0.027892234548335976
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,8,3155,014H,seccional 14H,11,0.0025356576862123614
12,A601,HACEMOS POR CORDOBA,1568,3155,014H,seccional 14H,9,0.49698890649762284
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,11,3155,014H,seccional 14H,9,0.003486529318541997
14,P191,VECINALISMO INDEPENDIENTE,28,3155,014H,seccional 14H,9,0.008874801901743265
15,P200,PARTIDO UNION CIUDADANA,15,3155,014H,seccional 14H,9,0.004754358161648178
16,A300,MST - NUEVA IZQUIERDA,49,3155,014H,seccional 14H,9,0.015530903328050714
17,P40,MOVIMIENTO LIBRES DEL SUR,158,3155,014H,seccional 14H,9,0.05007923930269414
6,A500,CORDOBA CAMBIA,1238,4865,006D,seccional 6D,11,0.2544707091469681
7,P217,ENCUENTRO VECINAL CÓRDOBA,264,4865,006D,seccional 6D,11,0.054265159301130524
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,4865,006D,seccional 6D,11,0.0010277492291880781
9,3,UNIÓN CÍVICA RADICAL,1048,4865,006D,seccional 6D,11,0.21541623843782118
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,346,4865,006D,seccional 6D,11,0.071120246659815
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,7,4865,006D,seccional 6D,11,0.0014388489208633094
12,A601,HACEMOS POR CORDOBA,1539,4865,006D,seccional 6D,9,0.31634121274409044
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,4865,006D,seccional 6D,9,0.0012332990750256938
14,P191,VECINALISMO INDEPENDIENTE,35,4865,006D,seccional 6D,9,0.007194244604316547
15,P200,PARTIDO UNION CIUDADANA,24,4865,006D,seccional 6D,9,0.004933196300102775
16,A300,MST - NUEVA IZQUIERDA,112,4865,006D,seccional 6D,9,0.02302158273381295
17,P40,MOVIMIENTO LIBRES DEL SUR,229,4865,006D,seccional 6D,9,0.04707091469681398
6,A500,CORDOBA CAMBIA,3076,13250,0004,seccional 4,11,0.2321509433962264
7,P217,ENCUENTRO VECINAL CÓRDOBA,812,13250,0004,seccional 4,11,0.061283018867924526
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),24,13250,0004,seccional 4,11,0.0018113207547169811
9,3,UNIÓN CÍVICA RADICAL,3168,13250,0004,seccional 4,11,0.2390943396226415
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,911,13250,0004,seccional 4,11,0.06875471698113207
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,50,13250,0004,seccional 4,11,0.0037735849056603774
12,A601,HACEMOS POR CORDOBA,4019,13250,0004,seccional 4,9,0.3033207547169811
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,20,13250,0004,seccional 4,9,0.0015094339622641509
14,P191,VECINALISMO INDEPENDIENTE,141,13250,0004,seccional 4,9,0.010641509433962264
15,P200,PARTIDO UNION CIUDADANA,149,13250,0004,seccional 4,9,0.011245283018867925
16,A300,MST - NUEVA IZQUIERDA,376,13250,0004,seccional 4,9,0.028377358490566038
17,P40,MOVIMIENTO LIBRES DEL SUR,487,13250,0004,seccional 4,9,0.03675471698113208
6,A500,CORDOBA CAMBIA,3568,14184,011A,seccional 11A,11,0.251551043429216
7,P217,ENCUENTRO VECINAL CÓRDOBA,787,14184,011A,seccional 11A,11,0.055485053581500285
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),35,14184,011A,seccional 11A,11,0.0024675690919345743
9,3,UNIÓN CÍVICA RADICAL,2626,14184,011A,seccional 11A,11,0.18513818386914835
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,766,14184,011A,seccional 11A,11,0.05400451212633954
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,44,14184,011A,seccional 11A,11,0.003102086858432036
12,A601,HACEMOS POR CORDOBA,5058,14184,011A,seccional 11A,9,0.3565989847715736
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,23,14184,011A,seccional 11A,9,0.0016215454032712916
14,P191,VECINALISMO INDEPENDIENTE,159,14184,011A,seccional 11A,9,0.011209813874788494
15,P200,PARTIDO UNION CIUDADANA,108,14184,011A,seccional 11A,9,0.007614213197969543
16,A300,MST - NUEVA IZQUIERDA,331,14184,011A,seccional 11A,9,0.023336153412295543
17,P40,MOVIMIENTO LIBRES DEL SUR,652,14184,011A,seccional 11A,9,0.045967287084038355
6,A500,CORDOBA CAMBIA,989,4134,011M,seccional 11M,11,0.23923560716013545
7,P217,ENCUENTRO VECINAL CÓRDOBA,299,4134,011M,seccional 11M,11,0.07232704402515723
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),6,4134,011M,seccional 11M,11,0.001451378809869376
9,3,UNIÓN CÍVICA RADICAL,1141,4134,011M,seccional 11M,11,0.276003870343493
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,107,4134,011M,seccional 11M,11,0.025882922109337205
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,2,4134,011M,seccional 11M,11,0.0004837929366231253
12,A601,HACEMOS POR CORDOBA,1302,4134,011M,seccional 11M,9,0.3149492017416546
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,4134,011M,seccional 11M,9,0.001451378809869376
14,P191,VECINALISMO INDEPENDIENTE,59,4134,011M,seccional 11M,9,0.014271891630382196
15,P200,PARTIDO UNION CIUDADANA,46,4134,011M,seccional 11M,9,0.011127237542331882
16,A300,MST - NUEVA IZQUIERDA,27,4134,011M,seccional 11M,9,0.006531204644412192
17,P40,MOVIMIENTO LIBRES DEL SUR,146,4134,011M,seccional 11M,9,0.03531688437348815
6,A500,CORDOBA CAMBIA,1504,5572,014J,seccional 14J,11,0.2699210337401292
7,P217,ENCUENTRO VECINAL CÓRDOBA,536,5572,014J,seccional 14J,11,0.09619526202440776
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,5572,014J,seccional 14J,11,0.0008973438621679827
9,3,UNIÓN CÍVICA RADICAL,1342,5572,014J,seccional 14J,11,0.24084709260588658
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,195,5572,014J,seccional 14J,11,0.034996410624551326
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,7,5572,014J,seccional 14J,11,0.001256281407035176
12,A601,HACEMOS POR CORDOBA,1558,5572,014J,seccional 14J,9,0.27961234745154345
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,9,5572,014J,seccional 14J,9,0.001615218951902369
14,P191,VECINALISMO INDEPENDIENTE,117,5572,014J,seccional 14J,9,0.020997846374730796
15,P200,PARTIDO UNION CIUDADANA,39,5572,014J,seccional 14J,9,0.006999282124910265
16,A300,MST - NUEVA IZQUIERDA,51,5572,014J,seccional 14J,9,0.009152907394113424
17,P40,MOVIMIENTO LIBRES DEL SUR,203,5572,014J,seccional 14J,9,0.0364321608040201
6,A500,CORDOBA CAMBIA,1036,3530,014L,seccional 14L,11,0.2934844192634561
7,P217,ENCUENTRO VECINAL CÓRDOBA,251,3530,014L,seccional 14L,11,0.07110481586402266
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,3530,014L,seccional 14L,11,0.00141643059490085
9,3,UNIÓN CÍVICA RADICAL,853,3530,014L,seccional 14L,11,0.241643059490085
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,169,3530,014L,seccional 14L,11,0.047875354107648725
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,7,3530,014L,seccional 14L,11,0.00198300283286119
12,A601,HACEMOS POR CORDOBA,942,3530,014L,seccional 14L,9,0.2668555240793201
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,3530,014L,seccional 14L,9,0.0016997167138810198
14,P191,VECINALISMO INDEPENDIENTE,60,3530,014L,seccional 14L,9,0.0169971671388102
15,P200,PARTIDO UNION CIUDADANA,22,3530,014L,seccional 14L,9,0.006232294617563739
16,A300,MST - NUEVA IZQUIERDA,39,3530,014L,seccional 14L,9,0.01104815864022663
17,P40,MOVIMIENTO LIBRES DEL SUR,135,3530,014L,seccional 14L,9,0.03824362606232295
6,A500,CORDOBA CAMBIA,2338,11675,005C,seccional 5C,11,0.20025695931477516
7,P217,ENCUENTRO VECINAL CÓRDOBA,710,11675,005C,seccional 5C,11,0.06081370449678801
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),96,11675,005C,seccional 5C,11,0.00822269807280514
9,3,UNIÓN CÍVICA RADICAL,2413,11675,005C,seccional 5C,11,0.20668094218415417
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,416,11675,005C,seccional 5C,11,0.03563169164882227
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,129,11675,005C,seccional 5C,11,0.011049250535331906
12,A601,HACEMOS POR CORDOBA,4505,11675,005C,seccional 5C,9,0.3858672376873662
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,48,11675,005C,seccional 5C,9,0.00411134903640257
14,P191,VECINALISMO INDEPENDIENTE,153,11675,005C,seccional 5C,9,0.01310492505353319
15,P200,PARTIDO UNION CIUDADANA,96,11675,005C,seccional 5C,9,0.00822269807280514
16,A300,MST - NUEVA IZQUIERDA,203,11675,005C,seccional 5C,9,0.017387580299785866
17,P40,MOVIMIENTO LIBRES DEL SUR,534,11675,005C,seccional 5C,9,0.045738758029978586
